,itemId,userId,rating,comment,label
98,11,99,1.0,"The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",1.0
99,11,100,3.0,"This is the right device to play with puzzles, you can avoid samsung/verizon constant advertisements. Only wish the battery would last longer or charge faster.",3.0
100,10,101,2.5,Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,3.0
101,11,102,2.5,"Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!",3.0
102,11,103,2.5,Wanted a tablet but did not want to pay for an iPad. The fire is a great tablet with a crystal clear hd videos. The perfect inexpensive alternative to the iPad,3.0
103,10,104,3.0,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",3.0
104,11,105,3.0,"Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though",3.0
105,10,106,2.5,"It's a good starter tablet, to bad it runs on the Amazon OS.",3.0
106,11,107,3.0,Bought this for my adult son who had a long flight and he absolutely loved it! Definitely recommend!,3.0
107,10,108,3.0,I bought these as a starter online browser. It is a very portable pad . Great price.,3.0
108,10,109,3.0,The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,3.0
109,11,110,3.0,I love the tablets HD picture is beautiful. The fire tablet is very fast to load and is easy to use. Great tablet.,3.0
110,10,111,3.0,"this is my first tablet .. love it .. actually read my first e-book on it .. large screen, easy to read & play games .. fits nicely in my purse",3.0
111,10,112,2.5,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.,3.0
112,10,113,2.5,I purchased this tablet and am very happy with it.,3.0
113,12,114,3.0,"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",3.0
114,12,115,3.0,My teenager loves this and uses it daily. We've also took it places with us and the sound is great.,3.0
115,12,116,3.0,Plays all my iPod music via Bluetooth. Also plays radio stations you can't get on a regular radio. Very practical and fun.,3.0
116,12,117,1.5,Not too satisfied with the sound and it loses Bluetooth connection no matter what phone I use (either Iphone or Android).,2.0
117,12,118,3.0,Great little device easy to connect to bluetoothDecent sound,3.0
118,12,119,3.0,I love it it does everything I want can't believe how great it is,1.0
119,12,120,3.0,"I read reviews for all the Amazon echo products, and decided the portability and the full size of the Tap made it the right product for me. It lives up to my expectations. It does last all day, playing music, answering questions, (although my accent must give it some problems as I get a few ""I didn't understand that"" comments from Alexa), and setting timers/alarms and lists. I picked the Tap because it has the ability to be moved room to room or even to the patio, and can be recharged overnight.",3.0
120,12,121,2.0,"Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3.0
121,12,122,3.0,"I bought this about a month ago and I really like it. The best part is light in weight, sound is very good for small gathering like on the deck or camping and it comes with Batterey charger. The voice command activation is so great to have and listen all my music plus worldwide radios from TuneIn.",3.0
122,12,123,2.5,Good but setup to enable voice control only on iOS is unclear.,3.0
123,12,124,3.0,Bought this for our 7 and 5 year old. They love to play music and ask questions about science. Lots of fun!,3.0
124,13,125,3.0,I was initially going to just get the Amazon Kindle but I thought this gives me a tablet and a easy way to read books. I buy e-college texts. It has helped me so much!! I'm so happy I invested my money in this.,3.0
125,13,126,3.0,"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need? My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .",3.0
126,13,127,3.0,"Bought an IPad and didn't like it. Returned it and got the Fire 10.1. This is my third Fire, love it....no.learning curve.",2.0
127,13,128,2.5,Love the bigger screen but do think this Fire HD 10TH runs a little slow. My last Fire HD was not as slow.,3.0
128,13,129,3.0,I love my original Kindle Fire but the size and features on the latest Kindle are a plus,3.0
129,13,130,3.0,Very satisfied. Use it daily while watching TV and other activites,3.0
130,14,131,3.0,"Even when I’m outside in bright sunlight, the words of the book I’m reading are still crystal clear. That alone makes the Kindle Oasis worth what it cost me.The Kindle Oasis wakes up in just seconds, and any book I choose instantly opens, ready to be read.It is the perfect size and isn’t heavy or bulky. I really do read for hours at a time. Sometimes I pace the floor while I read. Sometimes I’m on my elliptical machine when I read. And sometimes I’m sitting down. No matter what I’m doing, the Kindle Oasis remains comfortable to hold, and it is always easy on my eyes.When I receive a book that is in PDF, most of the time I can enlarge the words. If it won’t allow me to enlarge the words, I can change the orientation of the page and the words are automatically larger. I am able to make notes on the book if needed, and I can highlight words and/or passages.My merlot leather cover is attractive. When I flip it open, it is just like opening the cover of a book.How to Make the Battery LastOn the Kindle Oasis page, it says that its “dual-battery charging system delivers months of battery life.” This was a huge thing for me. Instead of having to charge my tablet almost every day, I would be able to read for months without charging the Kindle!Is this how my Oasis has performed? Well, not so much. There are conditions that have to be met for the charge on your Oasis to last for two months.First, you have to limit your reading to thirty minutes a day. That one is impossible for me. There are days that I am only able to read for thirty minutes, but they don’t occur very often. My Kindle goes everywhere with me, and I use just about every spare moment to read.Second, the wireless needs to be turned off. That one is easy to do but not always easy to remember. The only time the wireless needs to be on is to download one or more books.Third, this is based on your light setting at 10. That is way too low for me. I keep my light setting anywhere from 16 to 18.I don’t limit my reading to thirty minutes a day, and I try to remember to keep my wireless turned off. My light setting is kept anywhere from 16 to 18, and I put my Kindle to sleep the second I’m done reading. So how long does a single charge last me? Ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if I had remembered to turn my wireless off. Once I succeed in keeping my wireless off, I will let you know how long the charge lasts.Now, I don’t plug it in to charge as soon as the charge on the cover gets low. I allow my cover charge to go as low as it will possibly go and then the Kindle battery will start to drain since it can no longer charge from the cover. I allow it to drain down to about 50% before I plug the cover and Kindle into my computer to charge.The one thing that surprised me was that everything on the Oasis is in black and white. For some reason, I thought that maybe the book covers would appear in color. But since I bought the Oasis to read books on, color isn’t needed.Special offers do appear on my screen but only when my Kindle is going to sleep or waking up. They aren’t a distraction, and to be honest, they are kind of fun to look at. You can pay a higher price so they won’t appear on your Kindle if you would rather not see them.I asked myself some questions once I had my Kindle and knew just how it worked. If I had known before I bought my Kindle Oasis that the charge wouldn’t last for months, would I still have bought it? Yes, I would have. If I had known that everything would appear in black and white, would I still have bought it? Yes, I would have.",3.0
131,13,132,3.0,"Love the tablet, not only for reading (upgrade from Kindle) but for searching the Internet, email, etc. And I can take it anywhere. Cheaper than an iPAD and does enough for what I need.",3.0
132,13,133,3.0,"This tablet is certainly large which makes it cumbersome when reading in a reclining position. However, its terrific for reading or watching films on a plane, desk or otherwise sitting up.",2.0
133,13,134,3.0,"Excellent value priced 10"" tablet. To bad Amazon killed it. I purchased it as a gift for my wife and she loves the size and quality of the display.",3.0
134,13,135,2.5,Just writing this review to get my points...This was a gift for my mother. I think she likes it fine.,3.0
135,14,136,3.0,"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",3.0
136,13,137,2.5,"I got the amazon Fire HD 10 for reading and other activities. It was very easy to set up. Netflix worked ok on it. It mostly works well, but there are limitations to the apps that are available. I tried it out for a while and then returned it for a Samsung S2 9.7.",3.0
137,14,138,2.5,Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.,3.0
138,14,139,3.0,The new Kindle is a great gift and fantastic entertainment idea.,3.0
139,14,140,3.0,This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,3.0
140,14,141,3.0,Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,3.0
141,14,142,1.0,This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with,2.0
142,14,143,3.0,Almost feels like reading a book in a light comforting way. Easy to carry around. Great on eyes and reading is enjoyable,3.0
143,14,144,2.5,"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",3.0
144,14,145,3.0,"Its a great ereader but a little pricy. It has the same specs as the Voyage as far as pixels and procesor, which costs less. The only difference between this and the Voyage, is that it's much lighter, it's brighter (LEDs), and a longer battery life if you're using the cover. I've noticed the battery life drains much faster without the cover, but you'll still be able to read for hours without it. You would think it be water resistant, hence the name but it isn't. But then I don't plan on reading when it's raining or outside or while taking a bath. Overall, it's the best ereader Amazon currently has to offer but if you don't mind the price tag and want the best, then go for it! Voyage is still not a bad option though",3.0
145,14,146,3.0,I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book,3.0
146,15,147,3.0,"I had an older version of a Kindle e-reader that allowed me to download books on the go, but I felt like something was missing. Several upgrades later, I got this for a gift, and I think it basically includes everything that was missing. It is so lightweight and compact that I can easily slip it into my purse or use it with one hand. It has backlighting that doesn't disturb my sleeping husband or create a light so bright that it is distracting- it's just the right amount of light needed to read in different ligths. It can self-adjust from reading in a dark room to reading outside on a bright day.",3.0
147,15,148,3.0,"so far so good,,,, wife very happy. misses her old one....",2.0
148,15,149,2.5,"Excellent Ereader if that is all you are looking for. Probably a bit over priced for the casual reader, the Voyage is wonderful for those looking for the best reading experience and are willing to pay the price tag and trade the lack of functionality.",3.0
149,15,150,2.5,"I have an old Kindle Touch, the last one that still had text-to-voice, which no longer works. I decided to upgrade, started reading the reviews, was enticed by the The Kindle Voyage and took the plunge. The Voyage is pretty and sleek, with neat features, and I enjoyed using it for a few days, but my frugal self just couldn't justify the price difference between it and the PaperWhite. While the ambient light sensor was nice, I often ended up just adjusting it manually because it was still a little bright in a completely dark room. I made more errors of turning a page than I meant to with the ""page turn"" because of where the page turn spots are located, plus, I'm in the habit of flipping pages on the phone or a tablet, so I kept swiping despite the availability of page turn. However, the clarity of the screen, the quality of the light, the form factor, the weight and the way it felt in my hand while reading were all very nice. Nonetheless, the price difference bothered me enough to return it and get the Paperwhite. The thing I miss most about the Voyage is the quality of the light, and how even the lighting is on it. The unit I had did not have blank spots or a yellowish top half of the page, or any of the lighting issues some reviewers mentioned with the Voyage. I purchased the newest model of the Paperwhite and I like it, but the lighting appears pretty dingy. However, it's only when they're compared side-to-side that I wished I wasn't so cost conscious. If money is not an object, I'd say get the Kindle Voyage, if it is, the Paperwhite is a fine little reader, and overall I'm happy I have it.",3.0
150,15,151,3.0,this kindle is very light so easy to hold for a long time without getting tired - worth upgrading your older version kindle...,3.0
151,15,152,2.5,"Definitely easy on the eyes for long reading sessions, especially when compared to the LCD screens of smart phones and tablets. The only issues we had were that it drops the connection to our WiFi network and then won't connect to the Kindle store. I don't think it's an issue with my network since all our other devices don't have the connectivity issues we had with this.",3.0
152,15,153,2.0,Have had it for a while noe. A littlebit unusual to press so hard to change page but now starting to get used to it.,3.0
153,15,154,3.0,"I am extremely happy with my new Kindle Voyage. The text is so sharp and crisp, the images look much better than on the Kindle Paperwhite. The device is extremely light and comfortable to hold, The adaptive front light works great. I have an iPad with the Kindle app, but the reading experience is so much better on my Kindle Voyage that don't regret the purchase one bit.",3.0
154,15,155,2.0,"The Kindle is great for just reading books, and the battery power is pretty good.The experimental browser is not very user friendly.",3.0
155,15,156,3.0,"Even though it is a little pricy, I like my new Kindle Voyage. It looks smaller, but it is because it's only the screen - no buttons. It is lightweight. You can scroll and turn pages with touch screen press or with physical small buttons on the side. It is automatically adjusts to different light conditions.",3.0
156,15,157,2.5,The original electronic book. Bought it for my wife who reads paper book at two to three a week. She's hooked and loves the Kindle.,3.0
157,16,158,2.5,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one.",2.0
158,16,159,3.0,outstanding replacement tablet for my outdated and overpriced iPad 2,2.0
159,16,160,3.0,This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.,3.0
160,16,161,2.5,"She hasn't used the it yet, but my son did a quick check and it seems just fine.",3.0
161,16,162,3.0,"this item work just as I expected it to, great product!",3.0
162,16,163,1.0,"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.",3.0
163,16,164,3.0,I really enjoy using this tablet it runs very well,3.0
164,16,165,2.5,"I was looking for and cost effective solution to satisfy my childrens desires to have there own SmartPhone to play Games.I like the Parental controls, to limit certain actions and downloads.",3.0
165,16,166,3.0,I got this kindle because I broke my Fire 7'. It took some getting use to since the screen was bigger but overall it was a great purchase.,3.0
166,16,167,3.0,"This 8"" tablet is much better than the older 7"" tablet. It is faster and have a camera. Great improvement over the older version.",3.0
167,16,168,2.5,"purchased for my sister for reading books, internet and games - perfect for beginners and novices. Easy to use. Would be a five if available with 4g",3.0
168,17,169,3.0,This tablet is perfect for travel! Recently took it on a trip and the battery lasted the entire day with watching shows on and off on Netflix. Great first tablet!,3.0
169,17,28,2.5,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",3.0
170,17,170,1.5,I can't update Facebook and a few other apps. It's not what I expected.,1.0
171,17,171,2.5,It is very simple to start up and use. Great for all ages and experience on using tablets.,3.0
172,17,172,3.0,"This is just perfect for my 7 year old nothing fancy, parental control is a bit confusing but i got it now, the case is perfect to keep it.safe just get a sd card for extra memory",3.0
173,17,173,3.0,I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend.,3.0
174,17,174,3.0,I upgraded to have more memory and this is a great little tablet. Works great and does everything I need it to do.,3.0
175,17,175,3.0,Bought if for my 6 year old son. Has plenty of space. Long battery life. It's durable and hasn't broke when dropped (I'm going to buy a case though!!!),3.0
176,17,160,3.0,I love this tablet.It is very efficient and easy to use.,3.0
177,17,176,3.0,I would highly recommend the Kindle Fire. For a first time user it was really very easy to learn to navigate.,3.0
178,17,177,3.0,Great on the go companion for avid reader. Easy to load books and connect with prime.,3.0
179,18,178,3.0,i needed something to read in the sunlight other than fire hd,1.0
180,18,179,3.0,This is a fantastic product for reading books. It is wonderful to use in full sunshine. I have a kindle fire so I thought this would be unnecessary now I am wishing I had purchased it sooner. The much longer battery life and use in full sunlight make it so much better to use for reading than the kindle fire.,3.0
181,18,180,3.0,"Fast, solid, all the necessary features for an ebook. I like the side pressure page advance and the small size fits my small hands.",3.0
182,18,181,3.0,"Pricey? Yes... For serious readers and users of library e-books, completly worth it. While nothing beats a real book experience, traveling 4 days plus per week nothing beats the portability and ability to add from the library or Amazon on the fly... Never have to seek out light to read by (a noticeable improvement in the backlight), exceptional direct sun readability, not affected by polarized sunglasses... Great battery life... Great build quality... I expect it to last a long time... Only upgraded as I lost my last kindle on the train.",3.0
183,18,182,2.5,"This is a great reader, it feels like the best evolution of the Paperwhite. The auto-brightness works fine and is unnoticeable and it feels good in the hands. The new page squeeze feature is nice as is the haptic feedback when you squeeze the bezel.The power button is also much better placed now and the glass screen makes swiping and tapping the bookmark and location corner areas much easier. The backlight is now much more uniform than my 1st gen Paperwhite.The only issue I have is when displaying black blocks like the tree silhouette, I have what looks like a tiny bad pixel that kind of twinkles. And of course, this thing is expensive when compared to the Paperwhite.",3.0
184,18,183,2.5,"I purchase this for my wife; it work well but I think that this version es too expensive, the difference is a light",3.0
185,18,184,3.0,The Kindle and cover were a gift for my wife. Her previous one went to the big tech heaven in the sky. She loves both products and couldn't be happier with the products.,3.0
186,18,185,3.0,I wanted this when I first heard about it. My husband surprised me for my birthday. It was the best gift. Love Love it,3.0
187,18,186,3.0,Very happy and satisfiedEasier to handle. Fast charging,3.0
188,18,187,3.0,"It is easy to use and have a huge selection of books, I recomend it",3.0
